"","budget","id","imdb_id","original_language","original_title","popularity","release_year","release_date","revenue","runtime","title","vote_average","vote_count"
"7875",50000,177566,"tt2552498","en","Jack the Giant Killer",1.565726,2013,"3/12/13",0,87,"Jack the Giant Killer",3.2,27
"7876",0,86131,"tt0103955","en","Child of Rage",0.299491,1992,"9/24/92",0,94,"Child of Rage",4.8,8
"7877",0,61550,"tt0115891","en","Christmas Every Day",1.548156,1996,"11/30/96",0,95,"Christmas Every Day",5.8,7
"7878",0,147764,"tt1977953","en","The Man Who Shook the Hand of Vicente Fernandez",0.859109,2012,"4/27/12",0,99,"The Man Who Shook the Hand of Vicente Fernandez",6.2,3
"7879",0,109161,"tt0094021","en","The Squeeze",1.478446,1987,"7/10/87",2228951,101,"The Squeeze",5.8,6
"7880",0,237925,"tt0078313","en","The Squeeze",0.404348,1978,"10/25/78",0,99,"The Squeeze",5.5,2
"7881",0,15558,"tt0454879","en","Journey to the End of the Night",1.352039,2006,"4/21/06",0,88,"Journey to the End of the Night",6.8,9
"7882",0,243568,"tt3118958","en","Lizzie Borden Took An Ax",7.185427,2014,"1/25/14",0,91,"Lizzie Borden Took An Ax",5.6,55
"7883",0,36251,"tt0217074","en","Switching Goals",3.152153,1999,"12/12/99",0,85,"Switching Goals",5,47
"7884",0,47914,"tt0076915","en","The White Buffalo",2.930324,1977,"5/1/77",0,97,"The White Buffalo",5.3,25
"7885",0,42185,"tt0161970","fr","Shark Attack",0.661772,1999,"11/9/99",0,95,"Shark Attack",3.7,9
"7886",0,26817,"tt0058580","en","Sex and the Single Girl",1.045178,1964,"12/25/64",0,110,"Sex and the Single Girl",5.9,17
"7887",0,41275,"tt0209264","en","Python",1.764837,2000,"8/9/00",0,99,"Python",3.7,24
"7888",0,167683,"tt2217458","pt","Flores Raras",3.318055,2013,"2/9/13",0,118,"Reaching for the Moon",6.3,37
"7889",0,3539,"tt0412888","de","Kammerflimmern",1.149831,2004,"9/11/04",0,100,"Off Beat",6.5,16
"7890",0,12115,"tt0203297","en","L'amour, l'argent, l'amour",0.173764,2000,"8/8/00",0,128,"Love, Money, Love",2.5,2
"7891",0,47605,"tt0149677","en","Anno zero - guerra nello spazio",0.406617,1977,"9/23/77",0,89,"War of the Planets",3,3
"7892",0,48594,"tt0436374","es","El habitante incierto",2.753646,2004,"10/21/04",0,110,"The Uninvited Guest",6.6,29
"7893",0,216440,"tt2866676","es","Paraíso",1.117197,2013,"11/30/13",0,103,"Paradise",5.3,10
"7894",0,276120,"tt2328773","en","The (Dead Mothers) Club",0.363873,2014,"5/12/14",0,75,"The (Dead Mothers) Club",6,1
"7895",0,287169,"tt0021424","en","The Studio Murder Mystery",0.001312,1932,"2/17/32",0,19,"The Studio Murder Mystery",0,0
"7896",0,295689,"tt0134693","en","Goofy Movies Number One",0.14163,1933,"12/23/33",0,8,"Goofy Movies Number One",5.5,2
"7897",0,104606,"tt0073700","zh","神打",0.45593,1975,"11/28/75",0,98,"The Spiritual Boxer",7.4,4
"7898",0,241552,"tt0053331","en","Take a Giant Step",0.447164,1959,"12/1/59",0,100,"Take a Giant Step",6.5,2
"7899",0,218369,"tt0028354","en","That Girl From Paris",0.125647,1936,"12/31/36",0,104,"That Girl From Paris",0,0
"7900",0,76380,"tt0027062","sv","Swedenhielms",0.021164,1935,"4/8/35",0,92,"Swedenhielms",0,0
"7901",0,125229,"tt0199580","ja","薄桜記",0.11533,1959,"11/22/59",0,109,"Samurai Vendetta",6.5,2
"7902",0,200358,"tt2299471","ja","みなさん、さようなら",1.270233,2013,"1/26/13",0,120,"See You Tomorrow, Everyone",5.4,4
"7903",0,132709,"tt1380279","en","Rebirth",0.37198,2011,"8/31/11",0,104,"Rebirth",8.3,2
"7904",0,54602,"tt1312254","en","Skateland",2.150786,2010,"1/25/10",14944,98,"Skateland",5.8,13
"7905",0,44919,"tt0031750","en","The Old Maid",2.603629,1939,"9/2/39",0,95,"The Old Maid",7.8,7
"7906",0,50687,"tt0104808","en","Maniac Cop 3",2.18104,1993,"2/1/93",0,85,"Maniac Cop 3: Badge of Silence",5,21
"7907",0,25507,"tt0033577","en","The Get-Away",0.493968,1941,"6/13/41",0,89,"The Get-Away",3.2,3
"7908",2500000,208447,"tt1081975","es","Espacio interior",0.164352,2013,"7/26/13",0,87,"Espacio interior",6,2
"7909",0,137651,"tt2109153","en","Kings Point",0.04353,2012,"1/1/12",0,40,"Kings Point",5,1
"7910",0,193873,"tt0050954","en","The Seventh Sin",1.461728,1957,"6/28/57",0,94,"The Seventh Sin",6,1
"7911",0,213955,"tt0827709","en","The Green Hornet",0.92288,1974,"3/21/74",0,90,"The Green Hornet",6.3,6
"7912",0,142897,"tt0470857","en","Mantle",0.141464,2005,"7/13/05",0,60,"Mantle",0,0
"7913",0,121369,"tt0053321","en","Summer of the Seventeenth Doll",0.387082,1959,"12/1/59",0,93,"Summer of the Seventeenth Doll",6,2
"7914",0,270672,"tt2328490","en","The Formula",0.814013,2014,"4/15/14",0,90,"The Formula",3.2,6
"7915",0,97024,"tt0022117","en","The Man in Possession",0.00119,1931,"7/4/31",0,84,"The Man in Possession",0,0
"7916",0,248553,"tt0019434","en","Submarine",0.067138,1928,"8/28/28",0,88,"Submarine",0,0
"7917",0,65615,"tt0093261","fr","Les innocents",0.034341,1987,"12/23/87",0,96,"The Innocents",4.6,4
"7918",0,74759,"tt0039627","en","Mine Own Executioner",0.551786,1947,"11/22/47",0,108,"Mine Own Executioner",7.2,3
"7919",0,29236,"tt0039160","en","The Arnelo Affair",0.467517,1947,"2/13/47",0,86,"The Arnelo Affair",5.3,4
"7920",0,290379,"tt0024269","en","Looking Forward",0.572083,1933,"4/28/33",0,82,"Looking Forward",0,0
"7921",0,79877,"tt0061076","en","Tendre voyou",1.928445,1966,"12/12/66",0,94,"Tender Scoundrel",4.7,3
"7922",0,149957,"tt0047139","en","Jungle Man-Eaters",0.444053,1954,"6/1/54",0,68,"Jungle Man-Eaters",3,1
"7923",0,117004,"tt0023268","en","Night Court",0.144281,1932,"6/4/32",0,92,"Night Court",8,1
"7924",0,133716,"tt0046491","en","Valley of Head Hunters",0.005018,1953,"7/29/53",0,67,"Valley of Head Hunters",0,0
"7925",0,146449,"tt0021087","en","Loose Ankles",0.385938,1930,"2/2/30",0,67,"Loose Ankles",0,1
"7926",0,92287,"tt0069044","en","One Is a Lonely Number",0.0339,1972,"6/19/72",0,97,"One Is a Lonely Number",6,2
"7927",5e+06,55045,"tt0901504","en","Psych:9",1.849045,2010,"5/7/10",0,98,"Psych:9",4.3,18
"7928",0,33546,"tt0039037","en","The Time of Their Lives",1.131386,1946,"8/16/46",0,82,"The Time of Their Lives",6.5,14
"7929",0,105576,"tt0067949","fr","La Vieille fille",1.364958,1972,"1/5/72",0,85,"The Old Maid",4.6,6
"7930",0,263065,"tt0166593","en","The Elephant Man",0.092102,1982,"1/4/82",0,90,"The Elephant Man",6,1
"7931",0,73313,"tt0043861","en","No Questions Asked",0.109206,1951,"6/15/51",0,80,"No Questions Asked",6.3,2
"7932",0,114299,"tt0409962","en","Sex and Consequences",2.950323,2006,"1/1/06",0,100,"Sex and Consequences",5.3,3
"7933",0,14407,"tt0408828","en","Guy X",0.639513,2005,"6/6/05",0,101,"Guy X",6.1,5
"7934",0,42619,"tt0065079","en","Tell Them Willie Boy Is Here",1.447031,1969,"10/31/69",0,98,"Tell Them Willie Boy Is Here",5.3,21
"7935",0,42187,"tt0222355","fr","Shark Attack 2",0.73047,2001,"2/13/01",0,98,"Shark Attack 2",4.1,18
"7936",0,3686,"tt0058751","de","Winnetou II",3.29263,1964,"9/17/64",0,94,"Last of the Renegades",6.7,28
"7937",0,75958,"tt0064186","en","Così dolce... così perversa",0.158707,1969,"10/31/69",0,89,"So Sweet... So Perverse",5.8,4
"7938",0,82326,"tt1766189","en","Koran by Heart",0.048765,2011,"10/24/11",0,90,"Koran by Heart",6,1
"7939",0,245169,"tt2597718","en","Three Night Stand",2.430634,2013,"12/6/13",0,86,"Three Night Stand",4.7,19
"7940",0,136663,"tt0087699","he","Me'Ahorei Hasoragim",0.005984,1984,"9/27/84",0,103,"Beyond the Walls",5,1
"7941",0,90956,"tt0040347","en","The Feathered Serpent",0.6921,1948,"12/19/48",0,68,"The Feathered Serpent",7.8,4
"7942",0,116232,"tt0030997","en","You're Only Young Once",0.14977,1937,"12/10/37",0,78,"You're Only Young Once",6.8,2
"7943",0,153163,"tt0031909","en","The Secret of Dr. Kildare",1.044495,1939,"11/24/39",0,84,"The Secret of Dr. Kildare",6,3
"7944",0,56599,"tt0203695","ja","Moetsukita chizu",0.425726,1968,"6/1/68",0,118,"The Man Without a Map",7.8,5
"7945",2e+05,98368,"tt2182019","en","Modus Anomali",2.220049,2012,"4/26/12",0,87,"Ritual",5.5,35
"7946",5e+06,84575,"tt1935929","en","Tooth Fairy 2",2.795621,2012,"3/6/12",0,90,"Tooth Fairy 2",4.6,38
"7947",0,24649,"tt0255702","en","Wishcraft",0.623175,2002,"9/25/02",0,102,"Wishcraft",5.5,8
"7948",0,52627,"tt0107333","en","Knights",0.508868,1993,"4/19/93",0,95,"Knights",5,5
"7949",0,44921,"tt0049434","en","The Last Wagon",1.209918,1956,"9/21/56",0,98,"The Last Wagon",5.8,15
"7950",0,246011,"tt2402985","en","Ping Pong Summer",4.572751,2014,"6/6/14",25781,92,"Ping Pong Summer",6.1,16
"7951",0,57326,"tt0284445","fr","Sabretooth",0.711905,2002,"11/26/02",0,90,"Sabretooth",4.5,4
"7952",0,18684,"tt0056138","en","Kid Galahad",1.466483,1962,"11/29/62",0,95,"Kid Galahad",5.2,11
"7953",0,70703,"tt1946421","en","The Captains",9.58239,2011,"7/22/11",0,97,"The Captains",6.5,40
"7954",0,12787,"tt0095316","en","Homeboy",1.603891,1988,"8/24/88",0,116,"Homeboy",3.8,6
"7955",0,24102,"tt0267657","en","The Land Before Time VII: The Stone of Cold Fire",3.993298,2000,"12/5/00",0,75,"The Land Before Time VII: The Stone of Cold Fire",5.9,51
"7956",0,17885,"tt0029864","en","The Amazing Dr. Clitterhouse",1.25249,1938,"7/30/38",0,87,"The Amazing Dr. Clitterhouse",7.4,7
"7957",0,56529,"tt1472195","en","The Violent Kind",1.45965,2010,"1/25/10",0,89,"The Violent Kind",5.3,12
"7958",0,7085,"tt0059915","de","Winnetou III",1.975282,1965,"10/14/65",0,93,"The Desperado Trail",6.7,29
"7959",0,28468,"tt0085328","it","La chiave",21.079551,1983,"10/18/83",0,110,"The Key",5,65
"7960",0,27417,"tt0387549","en","The Roost",0.76964,2005,"3/12/05",0,80,"The Roost",5.3,13
"7961",0,25556,"tt0345543","en","The Land Before Time IX: Journey to the Big Water",3.171563,2002,"12/17/02",0,71,"The Land Before Time IX: Journey to the Big Water",6.1,40
"7962",0,15066,"tt0804550","en","Walking Tall: The Payback",1.025466,2007,"2/20/07",0,88,"Walking Tall: The Payback",5.6,8
"7963",0,62904,"tt1577055","en","Mask Maker",0.729668,2010,"1/1/10",0,90,"Mask Maker",5.5,11
"7964",0,48358,"tt0115820","en","The Canterville Ghost",1.533726,1996,"10/3/96",0,92,"The Canterville Ghost",6.1,8
"7965",0,47962,"tt0151392","en","Dirkie - Lost in the Desert",0.422408,1969,"11/6/69",0,84,"Dirkie - Lost in the Desert",5.8,6
"7966",0,25550,"tt0045135","en","The Sellout",0.449885,1952,"5/30/52",0,83,"The Sellout",6.2,3
"7967",0,99234,"tt0035438","en","Thunder Birds",0.079019,1942,"10/19/42",0,78,"Thunder Birds",0,0
"7968",0,44766,"tt0051848","en","The Law and Jake Wade",5.106816,1958,"6/6/58",0,86,"The Law and Jake Wade",6.1,10
"7969",4,68202,"tt1547090","en","Without Men",0.915353,2011,"6/29/11",0,83,"Without Men",4.6,8
"7970",0,94228,"tt0042409","de","Das doppelte Lottchen",1.42614,1950,"12/1/50",0,105,"Two Times Lotte",5.9,6
"7971",0,25587,"tt0301526","en","The Land Before Time VIII: The Big Freeze",4.050424,2001,"12/4/01",0,75,"The Land Before Time VIII: The Big Freeze",5.7,41
"7972",0,39829,"tt0070700","en","The Six Million Dollar Man",1.418486,1973,"3/7/73",0,90,"The Six Million Dollar Man",5.8,16
"7973",0,24554,"tt0378230","en","The Land Before Time X: The Great Longneck Migration",4.212417,2003,"12/2/03",0,84,"The Land Before Time X: The Great Longneck Migration",6.3,44
"7974",0,47003,"tt0061557","en","The Deadly Bees",0.688748,1966,"12/23/66",0,83,"The Deadly Bees",5,6
"7975",0,13013,"tt0072189","en","Son of Dracula",0.415277,1974,"4/12/74",0,90,"Son of Dracula",2.2,3
"7976",0,38932,"tt1292652","en","Holy Water",0.743612,2009,"7/1/09",0,93,"Holy Water",5.8,15
"7977",0,70877,"tt1640486","en","Inside Out",2.257677,2011,"9/27/11",0,93,"Inside Out",4.5,14
"7978",3500000,256740,"tt2761578","en","Wicked Blood",3.188634,2014,"3/4/14",0,92,"Wicked Blood",5.3,37
"7979",0,58096,"tt0787485","en","Killer Pad",4.372474,2008,"2/5/08",0,84,"Killer Pad",3.8,10
"7980",0,36283,"tt0061176","en","What Did You Do in the War, Daddy?",1.972935,1966,"1/1/66",0,116,"What Did You Do in the War, Daddy?",4.9,12
"7981",485000,49848,"tt1053880","en","Little Fish, Strange Pond",1.511958,2009,"10/23/09",0,80,"Little Fish, Strange Pond",3.3,4
"7982",0,51438,"tt0285685","en","MVP 2: Most Vertical Primate",1.323182,2001,"10/5/01",0,87,"MVP 2: Most Vertical Primate",6.2,5
"7983",0,26266,"tt0367088","en","Spymate",0.538422,2006,"1/24/06",0,81,"Spymate",4.7,5
"7984",0,48844,"tt1544572","en","The Search for Santa Paws",3.049589,2010,"10/12/10",0,89,"The Search for Santa Paws",5.2,32
"7985",0,78047,"tt1791658","en","Treasure Buddies",5.470977,2012,"1/31/12",0,93,"Treasure Buddies",4.2,19
"7986",0,173793,"tt0118159","en","White Tiger",0.986861,1996,"4/3/96",0,93,"White Tiger",6,2
"7987",2e+06,26042,"tt0157171","en","Warlock III: The End of Innocence",1.920393,1999,"10/12/99",0,94,"Warlock III: The End of Innocence",4.2,15
"7988",0,60853,"tt0043687","en","Jim Thorpe – All-American",0.76582,1951,"8/24/51",0,107,"Jim Thorpe – All-American",5.7,5
"7989",6e+05,73548,"tt0494260","en","Miracle Dogs Too",0.209809,2006,"4/1/06",0,85,"Miracle Dogs Too",5.3,2
"7990",0,77874,"tt1687277","en","InSight",1.323333,2011,"9/2/11",17011,92,"InSight",5.2,12
"7991",0,133446,"tt2171735","en","Imaginary Friend",7.412679,2012,"6/2/12",0,99,"Imaginary Friend",4.5,11
"7992",0,113215,"tt0111387","en","TekWar: TekLab",0.444773,1994,"2/27/94",0,105,"TekWar: TekLab",7.3,3
"7993",0,89872,"tt1874633","en","Musical Chairs",0.009322,2012,"3/23/12",0,102,"Musical Chairs",0,0
"7994",0,153228,"tt0046095","en","The Moonlighter",0.986013,1953,"9/19/53",0,77,"The Moonlighter",4.5,3
"7995",0,38382,"tt0048346","en","Man of the Moment",0.462887,1955,"1/1/55",0,85,"Man of the Moment",4.8,3
"7996",0,4529,"tt0060295","en","The Defector",0.222979,1966,"10/20/66",0,106,"The Defector",7,2
"7997",0,79190,"tt1734203","en","Jabberwock",1.488831,2011,"9/9/11",0,140,"Jabberwock Dragon Siege",3,5
"7998",401000,56146,"tt0035078","en","The Moon and Sixpence",0.428483,1942,"10/27/42",0,89,"The Moon and Sixpence",6.2,3
"7999",0,47883,"tt0030491","en","Nancy Drew: Detective",0.150389,1938,"11/19/38",0,66,"Nancy Drew: Detective",7.5,3
"8000",0,81010,"tt1368870","en","Ticket Out",1.06945,2011,"7/20/11",0,89,"Ticket Out",5.2,14
"8001",0,23022,"tt0041523","en","Jigsaw",1.049591,1949,"5/28/49",0,70,"Jigsaw",4,4
"8002",0,136867,"tt0222608","en","Oliver Twist",1.306213,1999,"11/28/99",0,386,"Oliver Twist",6.3,12
"8003",0,49429,"tt0932669","en","Older Than America",0.96119,2008,"3/8/08",0,102,"Older Than America",4.2,3
"8004",0,16997,"tt1013651","en","The Man Who Came Back",0.945624,2008,"2/8/08",0,122,"The Man Who Came Back",6,2
"8005",0,60543,"tt0061433","it","C'era una volta",0.378546,1967,"10/19/67",0,104,"More Than a Miracle",4.9,6
"8006",0,49050,"tt0110706","en","Oblivion",0.502075,1994,"6/6/94",0,94,"Oblivion",6.1,8
"8007",0,55529,"tt0490527","en","The Thirst",0.250956,2007,"5/15/07",0,88,"The Thirst",2.9,7
"8008",0,44773,"tt1636629","en","The 7 Adventures of Sinbad",1.599535,2010,"1/1/10",0,93,"The 7 Adventures of Sinbad",2.8,12
"8009",0,44381,"tt0113932","en","Napoleon",0.863567,1995,"10/10/95",0,81,"Napoleon",5.5,15
"8010",0,39044,"tt0057986","en","The Curse of the Mummy's Tomb",1.942771,1964,"10/18/64",0,78,"The Curse of the Mummy's Tomb",5.8,16
"8011",0,76864,"tt0120329","sv","Tic Tac",0.212894,1997,"10/31/97",0,96,"Tic Tac",5.9,7
"8012",0,25386,"tt0053354","en","The 39 Steps",1.451635,1959,"3/13/59",0,93,"The 39 Steps",6.5,7
"8013",7e+06,34586,"tt1272018","en","Kandagar",1.011029,2010,"2/4/10",15172408,103,"Kandahar",6.4,12
"8014",0,54613,"tt0074441","en","The Duchess and the Dirtwater Fox",1.36669,1976,"4/1/76",0,103,"The Duchess and the Dirtwater Fox",5.7,12
"8015",0,87514,"tt0069278","en","Skyjacked",2.70306,1972,"5/24/72",0,101,"Skyjacked",6.8,16
"8016",0,31242,"tt0308443","en","Just for Kicks",0.719194,2003,"1/1/03",0,92,"Just 4 Kicks",4,1
"8017",0,99732,"tt0022054","en","The Last Flight",0.211093,1931,"8/29/31",0,76,"The Last Flight",5,3
"8018",0,45662,"tt1537481","en","Space Chimps 2: Zartog Strikes Back",1.585311,2010,"5/26/10",0,76,"Space Chimps 2: Zartog Strikes Back",4.5,27
"8019",0,53953,"tt0473553","de","The Tooth Fairy",0.740517,2006,"8/8/06",0,0,"The Tooth Fairy",4.3,13
"8020",0,11643,"tt0064471","en","If It's Tuesday, This Must Be Belgium",6.315524,1969,"4/24/69",0,105,"If It's Tuesday, This Must Be Belgium",4.5,6
"8021",0,50364,"tt0909010","en","The Bad Mother's Handbook",0.314837,2007,"1/1/07",0,71,"The Bad Mother's Handbook",6.3,6
"8022",0,28321,"tt0195209","it","I ragazzi del massacro",1.077964,1969,"11/10/69",0,92,"Naked Violence",6.1,7
"8023",0,61462,"tt0068902","it","La mala ordina",1.935637,1972,"9/2/72",0,95,"The Italian Connection",7.1,18
"8024",0,55685,"tt0077191","it","Avere vent'anni",1.737503,1978,"7/14/78",0,94,"To Be Twenty",5.7,9
"8025",0,59117,"tt1417108","es","Torrente 4: Lethal crisis",2.260114,2011,"3/11/11",0,93,"Torrente 4: Lethal crisis",5.6,47
"8026",9272437,254869,"tt3321428","es","Torrente 5: Operación Eurovegas",4.207751,2014,"10/3/14",11672363,105,"Torrente 5: Operación Eurovegas",5.2,69
"8027",2.45e+08,140607,"tt2488496","en","Star Wars: The Force Awakens",31.626013,2015,"12/15/15",2068223624,136,"Star Wars: The Force Awakens",7.5,7993
"8028",1.2e+08,166424,"tt1502712","en","Fantastic Four",17.246484,2015,"8/5/15",167977596,100,"Fantastic Four",4.4,2322
"8029",5.8e+07,293660,"tt1431045","en","Deadpool",187.860492,2016,"2/9/16",783112979,108,"Deadpool",7.4,11444
"8030",1.65e+08,284052,"tt1211837","en","Doctor Strange",43.847654,2016,"10/25/16",677718395,115,"Doctor Strange",7.1,5880
"8031",0,54148,"tt0377834","es","Días de fútbol",1.211616,2003,"9/19/03",12212123,113,"Soccer Days",6.2,15
"8032",0,290695,"tt3520564","fa","Melbourne",0.732605,2014,"2/7/14",0,93,"Melbourne",6.2,5
"8033",1.2e+07,279914,"tt2326574","en","The Identical",1.721715,2014,"9/5/14",0,107,"The Identical",4.9,14
"8034",0,301883,"tt0165993","en","The Trans-Atlantic Mystery",0.012305,1932,"8/31/32",0,22,"The Trans-Atlantic Mystery",0,0
"8035",0,144676,"tt0120080","en","Scorpio One",0.478101,1998,"1/1/98",0,92,"Scorpio One",3,4
"8036",0,118439,"tt0101933","en","The Gambler Returns: The Luck Of The Draw",0.377806,1991,"11/3/91",0,180,"The Gambler Returns: The Luck Of The Draw",3,2
"8037",0,104427,"tt0029845","en","The Affairs of Annabel",0.85685,1938,"9/9/38",0,68,"The Affairs of Annabel",0,0
"8038",0,87983,"tt0044503","en","The Clown",0.100398,1953,"1/16/53",0,91,"The Clown",4.3,2
"8039",0,33733,"tt0066183","en","One More Time",0.277486,1970,"5/1/70",0,92,"One More Time",2.9,4
"8040",0,82868,"tt0104469","en","I Don't Buy Kisses Anymore",0.146178,1992,"4/24/92",0,110,"I Don't Buy Kisses Anymore",5,3
"8041",0,58757,"tt0044696","de","Heidi",0.73248,1952,"11/13/52",0,100,"Heidi",7.5,2
"8042",0,53573,"tt0022382","en","Sidewalks of New York",0.001859,1931,"9/26/31",0,74,"Sidewalks of New York",0,0
"8043",0,26801,"tt0034163","en","Sealed Lips",0.365978,1942,"1/2/42",0,62,"Sealed Lips",6,2
"8044",0,48645,"tt0042829","en","Pagan Love Song",0.521697,1950,"12/26/50",0,76,"Pagan Love Song",6,1
"8045",0,12427,"tt1284592","am","Teza",0.663788,2008,"1/1/08",0,140,"Teza",7.4,5
"8046",0,156201,"tt0099719","zh","Gun gun hong chen",0.615136,1990,"11/23/90",0,94,"Red Dust",5.5,2
"8047",245000,72032,"tt0067672","it","È tornato Sabata... hai chiuso un'altra volta!",1.332751,1971,"9/3/71",0,100,"Return of Sabata",4.8,11
"8048",0,16652,"tt1235837","en","Happily N'Ever After 2",3.340303,2009,"3/24/09",0,75,"Happily N'Ever After 2",4,51
"8049",0,53950,"tt0080853","en","The Hearse",1.362088,1980,"6/1/80",0,95,"The Hearse",5.5,15
"8050",0,55531,"tt0133168","fi","Radio tekee murron",0.054709,1951,"4/6/51",0,91,"The Radio Burglary",8,1
"8051",0,206581,"tt0018836","en","The Divine Woman",0.149852,1928,"1/13/28",0,9,"The Divine Woman",5,1
"8052",0,97732,"tt1954811","en","See Girl Run",0.898921,2013,"4/26/13",0,90,"See Girl Run",4.3,15
"8053",0,236324,"tt2953196","en","Social Nightmare",2.1238,2013,"8/31/13",0,91,"Social Nightmare",5.1,25
"8054",0,87115,"tt0029087","en","Knight Without Armour",0.223223,1937,"7/23/37",0,100,"Knight Without Armour",5.3,3
"8055",0,40785,"tt0836710","sv","Underbara Älskade",0.778744,2006,"12/22/06",0,96,"Suddenly",4.8,5
"8056",0,28567,"tt0039591","en","The Macomber Affair",0.438397,1947,"9/17/47",0,89,"The Macomber Affair",6,3
"8057",0,107593,"tt0040499","en","June Bride",0.642986,1948,"10/29/48",0,96,"June Bride",8.3,2
"8058",0,33077,"tt0039110","en","Without Reservations",0.762928,1946,"5/13/46",0,107,"Without Reservations",4.9,6
"8059",0,150004,"tt0289830","en","Taken",10.62823,2002,"12/2/02",0,877,"Taken",7.4,76
"8060",0,41118,"tt0026972","en","Scrooge",0.343141,1935,"11/30/35",0,78,"Scrooge",4.9,7
"8061",0,87939,"tt0039055","en","Two Smart People",0.493802,1946,"6/4/46",0,93,"Two Smart People",7,2
"8062",0,207641,"tt0110901","fr","Project Shadowchaser II",2.326927,1994,"5/14/94",0,94,"Project Shadowchaser II",2,2
"8063",0,1849,"tt0057362","en","Nine Hours to Rama",0.56799,1963,"4/30/63",0,119,"Nine Hours to Rama",0,0
"8064",0,1260,"tt0447249","et","Leiutajateküla Lotte",0.270086,2006,"8/25/06",0,81,"Lotte from Gadgetville",9,4
"8065",0,213443,"tt0030412","en","Man-Proof",0.52597,1938,"1/7/38",0,75,"Man-Proof",6,1
"8066",0,90582,"tt0068613","en","Tales from Muppetland: The Frog Prince",0.368141,1971,"5/12/71",0,50,"Tales from Muppetland: The Frog Prince",3.5,3
"8067",0,171032,"tt0026675","en","Man of the Moment",0.937035,1935,"9/1/35",0,81,"Man of the Moment",0,0
"8068",0,50697,"tt0052013","en","Nowhere to Go",0.741189,1958,"12/2/58",0,89,"Nowhere to Go",6.4,4
"8069",0,47902,"tt1461249","en","Meskada",0.78079,2010,"10/3/10",0,98,"Meskada",4.6,6
"8070",0,73085,"tt0884214","en","Wreckage",1.223968,2010,"1/1/10",0,87,"Wreckage",3.8,9
"8071",0,165569,"tt0367245","en","Wuthering Heights",0.539564,2003,"9/14/03",0,90,"Wuthering Heights",4.5,6
"8072",0,140605,"tt0088895","en","Certain Fury",0.606516,1985,"3/1/85",0,87,"Certain Fury",6.3,3
"8073",2763806,43432,"tt0383862","es","Roma",0.420613,2004,"4/15/04",0,148,"Roma",6,4
"8074",0,46743,"tt0091706","en","Out of Bounds",0.779829,1986,"7/25/86",5099316,93,"Out of Bounds",5.9,5
"8075",0,220746,"tt0878814","en","Jewtopia",3.74131,2012,"4/26/12",0,90,"Jewtopia",4.3,17
"8076",0,65489,"tt0046029","en","Malta Story",0.635763,1953,"6/1/53",0,97,"Malta Story",5,4
"8077",0,31933,"tt0933064","en","The Land Before Time XII: The Great Day of the Flyers",2.83275,2006,"2/27/06",0,77,"The Land Before Time XII: The Great Day of the Flyers",6.2,28
"8078",0,256503,"tt3549508","en","Nas: Time Is Illmatic",1.923351,2014,"4/4/14",0,74,"Nas: Time Is Illmatic",7.1,30
"8079",3e+06,48746,"tt1365471","da","Julefrokosten",0.818698,2009,"11/13/09",0,86,"The Christmas Party",3.9,6
"8080",0,14387,"tt0060476","en","The Great St. Trinian's Train Robbery",0.381581,1966,"1/1/66",0,93,"The Great St. Trinian's Train Robbery",7.3,4
"8081",0,228074,"tt0041190","en","The Blue Lagoon",0.99654,1949,"3/1/49",0,101,"The Blue Lagoon",6.5,1
"8082",0,18085,"tt0436595","en","Roving Mars",1.540775,2006,"1/27/06",0,40,"Roving Mars",6.6,10
"8083",0,49505,"tt1935828","en","Jim Jefferies: Alcoholocaust",2.410982,2010,"11/8/10",0,120,"Jim Jefferies: Alcoholocaust",7.4,19
"8084",260000,90957,"tt0024130","en","Hold Your Man",0.237941,1933,"7/7/33",0,87,"Hold Your Man",2.7,5
"8085",0,83849,"tt0073454","en","The Night That Panicked America",0.099183,1975,"10/31/75",0,92,"The Night That Panicked America",7.8,2
"8086",0,281215,"tt0085927","en","Memorial Day",0.014455,1983,"11/23/83",0,120,"Memorial Day",0,0
"8087",0,297668,"tt0088248","en","Terrible Joe Moran",0.097665,1984,"3/26/84",0,120,"Terrible Joe Moran",0,0
"8088",0,266314,"tt0088611","en","Space",0.632363,1985,"4/13/85",0,600,"Space",0,0
"8089",0,108012,"tt0099225","en","Caroline?",0.071971,1990,"4/29/90",0,100,"Caroline?",7,1
"8090",0,15759,"tt0108159","en","Skylark",1.013204,1993,"2/7/93",0,95,"Skylark",6,2
"8091",0,111024,"tt0055383","en","Romanoff and Juliet",1.229984,1961,"6/8/61",0,103,"Romanoff and Juliet",5.5,2
"8092",0,98507,"tt0058585","en","Shock Treatment",0.226374,1964,"7/22/64",0,94,"Shock Treatment",7,1
"8093",0,26250,"tt1511514","en","Wanda Sykes: I'ma Be Me",0.211198,2009,"10/10/09",0,90,"Wanda Sykes: I'ma Be Me",6,2
"8094",0,47925,"tt0053308","en","The Story on Page One",0.003682,1959,"12/1/59",0,123,"The Story on Page One",0,0
"8095",0,177580,"tt0045479","en","The Affairs of Dobie Gillis",0.090084,1953,"8/14/53",0,72,"The Affairs of Dobie Gillis",0,0
"8096",0,41551,"tt0041926","en","Strange Bargain",0.385411,1949,"11/5/49",0,68,"Strange Bargain",3.5,3
